"Identificador","Fecha reporte","Localidad","Barrio","Upz","Dirección","Tipo de afectación","Factor Humano"
"5397158","5/23/2022","12 Barrios Unidos","JORGE ELIECER GAITAN","22 - DOCE DE OCTUBRE","KR 50 79 0","Daño en redes de servicio públicos energía","Si"
"5397157","5/23/2022","7 Bosa","LAS MARGARITAS","86 - EL PORVENIR","KR 92 61A SUR 0","Caida de árbol","No"
"5397156","5/23/2022","8 Kennedy","LAS PALMITAS","82 - PATIO BONITO","CL 38 SUR 100 09","Contaminación del agua","Si"
"5397155","5/23/2022","16 Puente Aranda","GALAN","43 - SAN RAFAEL","CL 3 50 11","Caida de árbol","No"
"5397154","5/23/2022","14 Los MÃ¡rtires","EL LISTON","102 - LA SABANA","CL 19 21 38","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5397153","5/23/2022","2 Chapinero","SAN LUIS - ALTOS DEL CABO","89 - SAN ISIDRO - PATIOS","CL 95A 8 ESTE 31","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5397152","5/23/2022","6 Tunjuelito","PARQUE REASL SECTOR I Y II","42 - VENECIA","KR 24 55 SUR & AC 56A 23 SUR","Derrame de aceite o gasolina en vía pública","Si"
"5397151","5/23/2022","4 San Cristobal","SAN CRISTOBAL","33 - SOSIEGO","KR 3 ESTE 18A SUR 34","Caida de árbol - Caída de ramas","No"
"5397149","5/23/2022","4 San Cristobal","VILLA DE LOS ALPES","34 - 20 DE JULIO","CL 36A SUR 3 30","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5397148","5/23/2022","19 Ciudad BolÃ­var","EL TESORO","68 - EL TESORO","KR 18D BIS 79 SUR 39","Daño en redes de servicio públicos acueducto","Si"
"5397147","5/23/2022","10 Engativa","BELLAVISTA OCCIDENTAL","26 - LAS FERIAS","CL 71 BIS 68 10","Daño en redes de servicio públicos gas","Si"
"5397146","5/23/2022","16 Puente Aranda","EL TEJAR","41 - MUZU","CL 29 SUR 52B 68","Caida de árbol","No"
"5397145","5/23/2022","7 Bosa","ESCOCIA","84 - BOSA OCCIDENTAL","KR 87K 55 SUR 0","Daño en redes de servicio públicos acueducto","Si"
"5397144","5/23/2022","5 Usme","VIRREY","58 - COMUNEROS","CL 93A SUR 10 74","Daño en redes de servicio públicos acueducto","Si"
"5397143","5/23/2022","19 Ciudad BolÃ­var","SAN FRANCISCO","66 - SAN FRANCISCO","KR 19G 67 SUR 0","Daño en redes de servicio públicos energía","Si"
"5397142","5/23/2022","10 Engativa","BOSQUES DE MARIANA","73 - GARCES NAVAS","CL 70 107 0","Caida de árbol","No"
"5397141","5/23/2022","11 Suba","PRADO VERANIEGO","19 - EL PRADO","KR 45A 134 75","Daño en redes de servicio públicos energía","Si"
"5397140","5/23/2022","2 Chapinero","SAN ISIDRO","89 - SAN ISIDRO - PATIOS","KR 12A ESTE 96 50","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5397139","5/23/2022","2 Chapinero","BELLAVISTA","88 - EL REFUGIO","CL 76 1 15","Caida de árbol","No"
"5397138","5/23/2022","8 Kennedy","MANDALAY II","44 - AMERICAS","CL 5C 73 29","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5397137","5/23/2022","9 Fontibon","VILLEMAR","N/A","CL 19 96H BIS 23","Daño en redes de servicio públicos acueducto","Si"
"5397136","5/23/2022","7 Bosa","LAS MARGARITAS","86 - EL PORVENIR","KR 92 61 SUR 0","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5397135","5/23/2022","10 Engativa","URBANIZACION EL CORTIJO","72 - BOLIVIA","CL 83A 114 90","Caida de árbol","No"
"5397134","5/23/2022","2 Chapinero","SAN LUIS","N/A","KM 4 VIA LA CALERA","Accidente de tránsito","Si"
"5397133","5/23/2022","7 Bosa","SANTA FE DE BOSA","86 - EL PORVENIR","KR 95B 58 SUR 61","Daño en redes de servicio públicos acueducto","Si"
"5397132","5/23/2022","4 San Cristobal","LA NUEVA GLORIA","51 - LOS LIBERTADORES","CL 47 SUR 10A ESTE 51","Quemas","Si"
"5397131","5/23/2022","10 Engativa","LOS ANGELES","73 - GARCES NAVAS","CL 68 BIS 98 26","Daño en redes de servicio públicos gas","Si"
"5397130","5/23/2022","11 Suba","BILBAO I SECTOR","71 - TIBABUYES","KR 141 142C 51","Quemas","Si"
"5397229","5/24/2022","8 Kennedy","SUPER MANZANA 6","47 - KENNEDY CENTRAL","CL 38 SUR 77 11","Daño en redes de servicio públicos acueducto","Si"
"5397228","5/24/2022","12 Barrios Unidos","SIMON BOLIVAR","22 - DOCE DE OCTUBRE","CL 75B 62 20","Conato de incendio","Si"
"5397227","5/24/2022","7 Bosa","SAN JOSE","85 - BOSA CENTRAL","CL 91 SUR 78A 10","Incendio Vehicular","Si"
"5397226","5/24/2022","8 Kennedy","EL VERGEL OCCIDENTAL","78 - TINTAL NORTE","CL 12 88D 31","Quemas - Basuras","Si"
"5397225","5/24/2022","4 San Cristobal","MONTEBELLO","34 - 20 DE JULIO","KR 2B 26 SUR 46","Daño en redes de servicio públicos gas","Si"
"5397224","5/24/2022","8 Kennedy","VILLA CLAUDIA","44 - AMERICAS","CL 18 SUR 68H 38","Caida de árbol","No"
"5397223","5/24/2022","5 Usme","EL MOCHUELO","N/A","KR 14 64A SUR 70","Caida de árbol","No"
"5397222","5/24/2022","19 Ciudad BolÃ­var","SUMAPAZ","67 - LUCERO","CL 65D SUR 18M 1","Accidente de tránsito","Si"
"5397221","5/24/2022","11 Suba","VILLA DEL PRADO","17 - SAN JOSE DE BAVARIA","CL 175 55 0","Conato de incendio","Si"
"5397220","5/24/2022","10 Engativa","FLORIDA BLANCA NORTE","30 - BOYACA REAL","AK 96 70A 4","Caida de árbol","No"
"5397219","5/24/2022","1 UsaquÃ©n","LISBOA","13 - LOS CEDROS","CL 135 7","Quemas","Si"
"5397218","5/24/2022","2 Chapinero","PARDO RUBIO NOROCCIDENTAL","90 - PARDO RUBIO","TV 4 BIS ESTE 47 A 30","Riesgo de Fenómeno de remoción en masa","No"
"5397217","5/24/2022","1 UsaquÃ©n","RINCON DEL NORTE","9 - VERBENAL","KR 20 184 48","Caida de árbol","No"
"5397216","5/24/2022","19 Ciudad BolÃ­var","EL MIRADOR","67 - LUCERO","KR 22 70 SUR 6","Caida de árbol","No"
"5397215","5/24/2022","8 Kennedy","MARIA PAZ","80 - CORABASTOS","KR 85 33 SUR 91","Daño en redes de servicio públicos gas","Si"
"5397214","5/24/2022","5 Usme","EL MOCHUELO ORIENTAL","N/A","KR 14 64A SUR 70","Caida de árbol","No"
"5397213","5/24/2022","11 Suba","LAS FLORES","28 - EL RINCON","KR 98A 139 90","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5397212","5/24/2022","14 Los MÃ¡rtires","EDUARDO SANTOS","37 - SANTA ISABEL","CL 2 16A 3","Animales Peligrosos","No"
"5397211","5/24/2022","7 Bosa","ESTACION BOSA","85 - BOSA CENTRAL","CL 65H SUR 77J 16","Animales Peligrosos","No"
"5397210","5/24/2022","16 Puente Aranda","SALAZAR GOMEZ","111 - PUENTE ARANDA","KR 68 9 0","Animales Peligrosos","No"
"5397209","5/24/2022","12 Barrios Unidos","LA CASTELLANA","21 - LOS ANDES","KR 46 91 82","Quemas - Basuras","Si"
"5397208","5/24/2022","13 Teusaquillo","EL SALITRE","104 - PARQUE SIMON BOLIVAR - CAN","CL 44 66 10","Caida de árbol","No"
"5397207","5/24/2022","5 Usme","EL NUEVO PORTAL","N/A","KR 8 ESTE 97 SUR 16","Daño en redes de servicio públicos gas","Si"
"5397206","5/24/2022","2 Chapinero","CHICO ALTO","N/A","CL 91 3 ESTE 61","Fenómeno de Remoción en Masa",""
"5397205","5/24/2022","1 UsaquÃ©n","ESCUELA DE INFANTERIA","14 - USAQUEN","KR 11B 104 48","Caida de árbol - Caída de ramas","No"
"5397204","5/24/2022","4 San Cristobal","SAN CRISTOBAL","32 - SAN BLAS","CL 13 SUR 10C ESTE 45","Daño en redes de servicio públicos acueducto","Si"
"5397203","5/24/2022","4 San Cristobal","LA BELLEZA","51 - LOS LIBERTADORES","KR 10 ESTE 63 SUR 68","Daño en redes de servicio públicos acueducto","Si"
"5397202","5/24/2022","11 Suba","POTOSI","N/A","CL 98 101","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5397201","5/24/2022","12 Barrios Unidos","BAQUERO","100 - GALERIAS","CL 63 18 11","Daño en redes de servicio públicos acueducto","Si"
"5397200","5/24/2022","4 San Cristobal","RAMAJAL (SAN PEDRO)","32 - SAN BLAS","KR 9 ESTE 27 SUR 0(73)","Daño en redes de servicio públicos acueducto","Si"
"5397199","5/24/2022","1 UsaquÃ©n","BUENAVISTA","9 - VERBENAL","KR 6 188B 46","Daño en redes de servicio públicos gas","Si"
"5397198","5/24/2022","7 Bosa","SAN BERNARDINO XVIII","87 - TINTAL SUR","CL 82 SUR 89 21","Quemas - Basuras","Si"
"5397197","5/24/2022","7 Bosa","EL CORZO","86 - EL PORVENIR","CL 55 SUR 97 22","Animales Peligrosos","No"
"5397196","5/24/2022","11 Suba","LOS ANDES NORTE","25 - LA FLORESTA","KR 63 103 48","Caida de árbol","No"
"5397195","5/24/2022","17 La Candelaria","LAS AGUAS","94 - LA CANDELARIA","CL 17 2 35","Daño en redes de servicio públicos acueducto","Si"
"5397194","5/24/2022","4 San Cristobal","A.S.D.","50 - LA GLORIA","CL 41 SUR 16A ESTE 0","Daño en redes de servicio públicos acueducto","Si"
"5397193","5/24/2022","1 UsaquÃ©n","EL REDIL","10 - LA URIBE","CL 174 7 79","Daño en redes de servicio públicos gas","Si"
"5397192","5/24/2022","4 San Cristobal","SANTA RITA SUR ORIENTAL III ETAPA","51 - LOS LIBERTADORES","CL 54A BIS A SUR 5 ESTE 73","Daño en redes de servicio públicos acueducto","Si"
"5397191","5/24/2022","13 Teusaquillo","EL SALITRE","104 - PARQUE SIMON BOLIVAR - CAN","CL 44 66A 10","Caida de árbol","No"
"5397190","5/24/2022","10 Engativa","EL MORISCO","29 - MINUTO DE DIOS","TV 76 83C 22","Daño en redes de servicio públicos gas","Si"
"5397189","5/24/2022","8 Kennedy","ALOHA SECTOR SUR","113 - BAVARIA","KR 71B 6B 0","Daño en redes de servicio públicos acueducto","Si"
"5397188","5/24/2022","19 Ciudad BolÃ­var","LA ALAMEDA","67 - LUCERO","CL 67A BIS SUR 17C 46","Animales Peligrosos","No"
"5397187","5/24/2022","8 Kennedy","SUPER MANZANA 5","47 - KENNEDY CENTRAL","KR 73D 33A SUR 21","Daño en redes de servicio públicos acueducto","Si"
"5397186","5/24/2022","19 Ciudad BolÃ­var","MADELENA I Y II","65 - ARBORIZADORA","CL 58 SUR 64 33","Daño en redes de servicio públicos gas","Si"
"5397185","5/24/2022","10 Engativa","GARCES NAVAS ORIENTAL","73 - GARCES NAVAS","KR 104 78F 11","Quemas - Basuras","Si"
"5397184","5/24/2022","11 Suba","EL RECREO DE LOS FRAILES","20 - LA ALHAMBRA","CL 125 53A 20","Daño en redes de servicio públicos acueducto","Si"
"5397183","5/24/2022","19 Ciudad BolÃ­var","SIERRA MORENA","69 - ISMAEL PERDOMO","TV 73G BIS 75B SUR 40","Daño en redes de servicio públicos acueducto","Si"
"5397300","5/25/2022","12 Barrios Unidos","ALCAZARES","98 - LOS ALCAZARES","KR 25 70 0","Caida de árbol - Caída de ramas","No"
"5397299","5/25/2022","11 Suba","LISBOA","71 - TIBABUYES","CL 131A 154C 42","Conato de incendio","Si"
"5397298","5/25/2022","19 Ciudad BolÃ­var","COMPARTIR","67 - LUCERO","DG 65A BIS SUR 18P 07","Daño en redes de servicio públicos acueducto","Si"
"5397297","5/25/2022","10 Engativa","BOYACA","30 - BOYACA REAL","CL 66A 75 10","Quemas","Si"
"5397296","5/25/2022","19 Ciudad BolÃ­var","COMPARTIR","67 - LUCERO","CL 66 BIS SUR 18T 14","Daño en redes de servicio públicos acueducto","Si"
"5397295","5/25/2022","19 Ciudad Bolivar","QUIBA","N/A","CIUDAD BOLIVAR","Caida de árbol","No"
"5397294","5/25/2022","5 Usme","VEREDA SOCHE ALTOS DEL BOQUERON","N/A","VEREDA SOCHE ALTOS DEL BOQUERON","Vendaval","No"
"5397293","5/25/2022","13 Teusaquillo","LA SOLEDAD","101 - TEUSAQUILLO","CL 37 20 74","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5397292","5/25/2022","4 San Cristobal","SANTA INES","32 - SAN BLAS","CL 29 SUR 6 ESTE 00","Escape de gas - Daño en redes domiciliarias de servicio públicos gas","Si"
"5397291","5/25/2022","8 Kennedy","PALENQUE","48 - TIMIZA","CL 42C BIS SUR 78A 11","Caida de árbol - Caída de ramas","No"
"5397290","5/25/2022","11 Suba","TIERRA LINDA","19 - EL PRADO","CL 127B BIS 49 94","Hallazgo de materiales peligrosos","Si"
"5397289","5/25/2022","13 Teusaquillo","CIUDAD SALITRE SUR-ORIENTAL","109 - CIUDAD SALITRE ORIENTAL","KR 66 22 0","Quemas","Si"
"5397288","5/25/2022","11 Suba","NIZA","24 - NIZA","KR 71 120 77","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5397287","5/25/2022","2 Chapinero","CHICO NORTE II","97 - CHICO LAGO","KR 13 96 82","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5397286","5/25/2022","8 Kennedy","VILLA ALSACIA 2","46 - CASTILLA","CL 11A 73A 0","Daño en redes de servicio públicos gas","Si"
"5397285","5/25/2022","10 Engativa","LOS CEREZOS","29 - MINUTO DE DIOS","TV 90 BIS 80","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5397284","5/25/2022","8 Kennedy","URBANIZACION CASTILLA","46 - CASTILLA","CL 7C 79C 73","Caida de árbol","No"
"5397283","5/25/2022","19 Ciudad BolÃ­var","MADELENA I Y II","65 - ARBORIZADORA","KR 67 60 SUR 0","Caida de árbol","No"
"5397282","5/25/2022","1 UsaquÃ©n","URBANIZACION SANTA COLOMA","15 - COUNTRY CLUB","AK 45 128D 96","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5397281","5/25/2022","9 FontibÃ³n","LA ROSITA","115 - CAPELLANIA","KR 97 24B 35","Caida de árbol","No"
"5397280","5/25/2022","15 Antonio NariÃ±o","SAN ANTONIO DE PADUA","38 - RESTREPO","CL 10 SUR 15A 0","Caida de árbol","No"
"5397279","5/25/2022","11 Suba","SAN JOSE DEL PRADO","19 - EL PRADO","CL 137 50 81","Daño en redes de servicio públicos gas","Si"
"5397278","5/25/2022","6 Tunjuelito","EL TUNAL ORIENTAL","42 - VENECIA","CL 55 SUR 24 0","Caida de árbol","No"
"5397277","5/25/2022","12 Barrios Unidos","POLO CLUB","98 - LOS ALCAZARES","CL 83 22A 24","Daño en redes de servicio públicos energía","Si"
"5397276","5/25/2022","1 UsaquÃ©n","LA CAROLINA","15 - COUNTRY CLUB","KR 13A 127 0","Incendio Vehicular - Conato Vehicular","Si"
"5397275","5/25/2022","16 Puente Aranda","BRASILIA","43 - SAN RAFAEL","KR 45 3 18","Riesgo de colapso estructural","No"
"5397274","5/25/2022","11 Suba","RODESIA","71 - TIBABUYES","KR 128 145 70","Daño en redes de servicio públicos gas","Si"
"5397273","5/25/2022","2 Chapinero","CHICO NORTE II","97 - CHICO LAGO","KR 13 96 82","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5397272","5/25/2022","8 Kennedy","LAGO TIMIZA II","48 - TIMIZA","KR 74A 42G SUR 58","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5397271","5/25/2022","7 Bosa","SAN BERNARDINO XIX","84 - BOSA OCCIDENTAL","KR 89 BIS A 72A SUR 13","Daño o falla estructural - Elementos no estructurales en riesgo de caída","Si"
"5397270","5/25/2022","1 UsaquÃ©n","SAN JOSE DE USAQUEN","10 - LA URIBE","CL 170 12","Caida de árbol","No"
"5397269","5/25/2022","15 Antonio NariÃ±o","LA FRAGUA","38 - RESTREPO","CL 15A SUR 28-78","Riesgo de colapso estructural","No"
"5397268","5/25/2022","18 Rafael Uribe Uribe","BRAVO PAEZ","39 - QUIROGA","KR 26 BIS 35A SUR 65","Conato de incendio","Si"
"5397267","5/25/2022","4 San Cristobal","LAS GUACAMAYAS","50 - LA GLORIA","KR 2A BIS B 39D SUR 10","Vendaval","No"
"5397266","5/25/2022","7 Bosa","SAN PEDRO","84 - BOSA OCCIDENTAL","CL 69 SUR 86 16","Caida de árbol","No"
"5397265","5/25/2022","2 Chapinero","CHICO NORTE III","97 - CHICO LAGO","CL 94 15 0","Caida de árbol","No"
"5397264","5/25/2022","2 Chapinero","EMAUS","90 - PARDO RUBIO","KR 7 67 0","Caida de árbol","No"
"5397263","5/25/2022","9 FontibÃ³n","LA ROSITA","115 - CAPELLANIA","KR 97 24B 35","Caida de árbol","No"
"5397262","5/25/2022","16 Puente Aranda","AUTOPISTA MUZU 0RIENTAL","41 - MUZU","TV 35 29A SUR 35","Vendaval","No"
"5397261","5/25/2022","11 Suba","MONACO","20 - LA ALHAMBRA","CL 111 45A 70","Caida de árbol","No"
"5397260","5/25/2022","2 Chapinero","SAN LUIS - ALTOS DEL CABO","89 - SAN ISIDRO - PATIOS","CL 95A 8 ESTE 31","Caida de árbol","No"
"5397259","5/25/2022","10 Engativa","URBANIZACION BOLIVIA ORIENTAL","72 - BOLIVIA","KR 103D 86A 72","Animales Peligrosos","No"
"5397258","5/25/2022","4 San Cristobal","EL PINAR","51 - LOS LIBERTADORES","DG 50 SUR 14A ESTE 31","Caida de árbol","No"
"5397257","5/25/2022","7 Bosa","SAN BERNARDINO XIX","87 - TINTAL SUR","KR 103 75 SUR 56","Quemas","Si"
"5397256","5/25/2022","12 Barrios Unidos","PARQUE POPULAR SALITRE","22 - DOCE DE OCTUBRE","CL 66C 61 1","Daño en redes de servicio públicos alcantarillado","Si"
"5397255","5/25/2022","11 Suba","SANTA ROSA","25 - LA FLORESTA","KR 70F 99A 77","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5397254","5/25/2022","13 Teusaquillo","LA SOLEDAD","101 - TEUSAQUILLO","KR 26 39 0","Caida de árbol","No"
"5397253","5/25/2022","16 Puente Aranda","PROVIVIENDA NORTE","43 - SAN RAFAEL","KR 63 22 SUR 0","Animales Peligrosos","No"
"5397252","5/25/2022","18 Rafael Uribe Uribe","GUIPARMA","54 - MARRUECOS","CL 49F SUR 14B","Daño en redes de servicio públicos alcantarillado","Si"
"5397251","5/25/2022","11 Suba","VILLA DEL PRADO","17 - SAN JOSE DE BAVARIA","CL 171 46 14","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5397250","5/25/2022","11 Suba","AURES","28 - EL RINCON","CL 131 98A 0","Caida de árbol","No"
"5397249","5/25/2022","8 Kennedy","SANTA YOLANDA","45 - CARVAJAL","CL 38H BIS A SUR 68 52","Animales Peligrosos","No"
"5397248","5/25/2022","11 Suba","LAS MERCEDES SUBA","27 - SUBA","KR 106A 157","Daño en redes de servicio públicos alcantarillado","Si"
"5397247","5/25/2022","9 FontibÃ³n","MALLORCA","114 - MODELIA","KR 87C 22 30","Caida de árbol","No"
"5397246","5/25/2022","16 Puente Aranda","LA PRADERA","43 - SAN RAFAEL","AK 68 4G","Daño en redes de servicio públicos gas","Si"
"5397245","5/25/2022","16 Puente Aranda","LA ASUNCION","40 - CIUDAD MONTES","CL1F 31 11","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5397244","5/25/2022","9 FontibÃ³n","VILLEMAR FONTIBON","75 - FONTIBON","TV 96B 20C 22","Daño en redes de servicio públicos gas","Si"
"5397243","5/25/2022","8 Kennedy","VILLA CLAUDIA II","44 - AMERICAS","AK 68 9A SUR 1(14)","Animales Peligrosos","No"
"5397242","5/25/2022","4 San Cristobal","VALPARAISO","51 - LOS LIBERTADORES","KR 11B BIS ESTE 64 SUR 50","Daño en redes de servicio públicos acueducto","Si"
"5397241","5/25/2022","3 Santa Fe","VITELMA","32 - SAN BLAS","KR 8A ESTE 3 SUR 8","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5397240","5/25/2022","19 Ciudad Bolivar","CIUDAD BOLIVAR","N/A","KM 20","Daño en redes de servicio públicos gas","Si"
"5397239","5/25/2022","11 Suba","COMPARTIR SUBA","71 - TIBABUYES","CL 151F 133 39","Daño en redes de servicio públicos gas","Si"
"5397238","5/25/2022","8 Kennedy","LAS MARGARITAS","81 - GRAN BRITALIA","KR 85A 49 SUR 45","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5397237","5/25/2022","11 Suba","VICTORIA NORTE","19 - EL PRADO","KR 55 149 60","Rescate en Espacios Confinados - En Ascensores","Si"
"5397236","5/25/2022","1 UsaquÃ©n","LA CITA","11 - SAN CRISTOBAL NORTE","KR 3 167 0","Daño en redes de servicio públicos acueducto","Si"
"5397235","5/25/2022","19 Ciudad BolÃ­var","ESTRELLA DEL SUR","67 - LUCERO","KR 18C 73 SUR 0","Quemas","Si"
"5397234","5/25/2022","1 UsaquÃ©n","SANTA BARBARA ORIENTAL","14 - USAQUEN","CL 123 7C 6","Daño en redes de servicio públicos gas","Si"
"5397233","5/25/2022","8 Kennedy","LLANITO","80 - CORABASTOS","DG 38 BIS SUR 82 17","Daño en redes de servicio públicos alcantarillado","Si"
"5397232","5/25/2022","10 Engativa","EL ENCANTO","31 - SANTA CECILIA","KR 72A 63F 34","Daño en redes de servicio públicos energía","Si"
"5397231","5/25/2022","5 Usme","CHARALA","59 - ALFONSO LOPEZ","KR 2C ESTE 89C SUR 4","Daño en redes de servicio públicos acueducto","Si"
"5397230","5/25/2022","8 Kennedy","LAS AMERICAS","44 - AMERICAS","CL 5B 71B 85","Daño en redes de servicio públicos de teléfono","Si"
"5397357","5/26/2022","4 San Cristobal","LOS LIBERTADORES","51 - LOS LIBERTADORES","TV 14B ESTE 57 SUR 6","Daño en redes de servicio públicos alcantarillado","Si"
"5397356","5/26/2022","16 Puente Aranda","COLON","43 - SAN RAFAEL","KR 54 4A 36","Daño en redes de servicio públicos gas","Si"
"5397355","5/26/2022","2 Chapinero","BOSQUE CALDERON TEJADA","90 - PARDO RUBIO","AK 2 ESTE 70 00","Caida de árbol","No"
"5397354","5/26/2022","9 FontibÃ³n","GIRALDA","75 - FONTIBON","KR 104A BIS 23G 30","Incendio Vehicular - Conato Vehicular","Si"
"5397353","5/26/2022","18 Rafael Uribe Uribe","INGLES","39 - QUIROGA","KR 26A 36 SUR 18","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5397352","5/26/2022","4 San Cristobal","CERROS SAN VICENTE","32 - SAN BLAS","CL 35 SUR 8F 39 ESTE","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5397351","5/26/2022","19 Ciudad BolÃ­var","ARBORIZADORA ALTA","70 - JERUSALEM","KR 41 69H SUR 73","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5397350","5/26/2022","11 Suba","SAN JOSE DEL PRADO","19 - EL PRADO","KR 46 134A 15","Conato de incendio","Si"
"5397349","5/26/2022","5 Usme","SANTA LIBRADA","N/A","AK 1 73B SUR","Daño en redes de servicio públicos de teléfono","Si"
"5397348","5/26/2022","11 Suba","NUEVA TIBABUYES","71 - TIBABUYES","TV 120A 129D 68","Daño en redes de servicio públicos gas","Si"
"5397347","5/26/2022","2 Chapinero","SAN LUIS - ALTOS DEL CABO","89 - SAN ISIDRO - PATIOS","CL 95A 8 ESTE 31","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5397346","5/26/2022","1 UsaquÃ©n","SANTA BARBARA CENTRAL","16 - SANTA BARBARA","KR 9C 121 53","Caida de árbol","No"
"5397345","5/26/2022","14 Los MÃ¡rtires","USATAMA","102 - LA SABANA","CL 22A BIS 27 10","Caida de árbol","No"
