Identificador;Fecha reporte;Localidad;Barrio;Upz;Dirección;Tipo de afectación;Factor Humano
5396262;6/5/2022;1 UsaquÃ©n;MARGARITAS I SECTOR;13 - LOS CEDROS;KR 15 147 15;Daño en redes de servicio públicos energía;Si
5396261;6/5/2022;13 Teusaquillo;CIUDAD SALITRE SUR-ORIENTAL;109 - CIUDAD SALITRE ORIENTAL;CL 22B 60 0;Daño en redes de servicio públicos acueducto;Si
5396260;6/5/2022;10 Engativa;LAS FERIAS OCCIDENTAL;26 - LAS FERIAS;KR 69J 72A 50;Daño en redes de servicio públicos acueducto;Si
5396259;6/5/2022;7 Bosa;JOSE MARIA CARBONELL;85 - BOSA CENTRAL;DG 71C SUR 77L;Accidente de tránsito;Si
5396258;6/5/2022;8 Kennedy;CATALINA II;48 - TIMIZA;CL 52A SUR 77K 59;Incendio Vehicular - Conato Vehicular;Si
5396257;6/5/2022;8 Kennedy;LAS VEGAS DE SANTA ANA;81 - GRAN BRITALIA;KR 81J 56 SUR 86;Animales Peligrosos;No
5396256;6/5/2022;2 Chapinero;QUINTA CAMACHO;97 - CHICO LAGO;CL 69 9 65;Daño en redes de servicio públicos gas;Si
5396255;6/5/2022;19 Ciudad BolÃ­var;SADEC DOS;69 - ISMAEL PERDOMO;CL 69F SUR 72B 49;Animales Peligrosos;No
5396254;6/5/2022;7 Bosa;SAN JOSE;85 - BOSA CENTRAL;KR 78 90 78 SUR;Hallazgo de materiales peligrosos;Si
5396349;7/5/2022;8 Kennedy;VILLA ALSACIA;113 - BAVARIA;CL 12B 71D 31;Rescate en Espacios Confinados - En Ascensores;Si
5396348;7/5/2022;11 Suba;SAN PEDRO DE TIBABUYES;71 - TIBABUYES;CL 134 143A 0;Daño en redes de servicio públicos energía;Si
5396347;7/5/2022;4 San Cristobal;URBANIZACION PADUA;34 - 20 DE JULIO;CL 22C SUR 4 30;Daño en redes de servicio públicos gas;Si
5396346;7/5/2022;19 Ciudad BolÃ­var;MADELENA I Y II;65 - ARBORIZADORA;CL 59A SUR 65 16;Daño en redes de servicio públicos gas;Si
5396345;7/5/2022;19 Ciudad BolÃ­var;ARBORIZADORA BAJA;65 - ARBORIZADORA;TV 43 59B SUR 72;Conato de incendio;Si
5396344;7/5/2022;16 Puente Aranda;REMANSO SUR;40 - CIUDAD MONTES;DG 16 SUR 37B 15;Caida de árbol;No
5396343;7/5/2022;1 UsaquÃ©n;URBANIZACION BOSQUES DE MEDINA;14 - USAQUEN;CL 127C 1 40;Caida de árbol;No
5396342;7/5/2022;19 Ciudad BolÃ­var;LAS HUERTAS;69 - ISMAEL PERDOMO;KR 77A 60B SUR 21;Daño en redes de servicio públicos alcantarillado;Si
5396341;7/5/2022;7 Bosa;EL REMANSO;84 - BOSA OCCIDENTAL;CL 71A BIS SUR 87L 27;Daño en redes de servicio públicos alcantarillado;Si
5396340;7/5/2022;18 Rafael Uribe Uribe;QUIROGA CENTRAL;39 - QUIROGA;CL 32A SUR 23 78;Conato de incendio;Si
5396339;7/5/2022;2 Chapinero;CHICO;97 - CHICO LAGO;CL 92 11 1;Conato de incendio;Si
5396338;7/5/2022;19 Ciudad BolÃ­var;EL PARAISO;67 - LUCERO;CL 71P SUR 27Q 49;Daño o falla estructural;Si
5396337;7/5/2022;3 Santa Fe;BOSQUE IZQUIERDO;92 - LA MACARENA;CL 23A 2A ESTE 51;Accidente de tránsito;Si
5396336;7/5/2022;7 Bosa;GRAN BRITALIA;81 - GRAN BRITALIA;KR 81H 49A SUR 16;Daño en redes de servicio públicos energía;Si
5396335;7/5/2022;5 Usme;LOS SAUSES;58 - COMUNEROS;KR 2 89C SUR 24;Daño en redes de servicio públicos acueducto;Si
5396334;7/5/2022;7 Bosa;SAN BERNARDINO XVIII;87 - TINTAL SUR;CL 82 SUR 89 21;Caida de árbol - Pérdida de verticalidad de árbol;No
5396333;7/5/2022;19 Ciudad BolÃ­var;LAS QUINTAS DEL SUR;67 - LUCERO;CL 70C SUR 17M 24;Animales Peligrosos;No
5396332;7/5/2022;19 Ciudad BolÃ­var;MIRANDELA ESTANCIA;69 - ISMAEL PERDOMO;TV 74A 62J SUR 15;Animales Peligrosos;No
5396331;7/5/2022;7 Bosa;NUEVO RECREO;N/A;CL 74A SUR 92 21;Animales Peligrosos;No
5396330;7/5/2022;11 Suba;EL RINCON NORTE;28 - EL RINCON;KR 95A 129D 30;Animales Peligrosos;No
5396329;7/5/2022;19 Ciudad Bolivar;ARBORIZADORA ALTA;N/A;AC 72 SUR 34 21.;Animales Peligrosos;No
5396328;7/5/2022;11 Suba;CONEJERA;71 - TIBABUYES;CL 145A 138A 10;Animales Peligrosos;No
5396327;7/5/2022;3 Santa Fe;JULIO CESAR TURBAY;96 - LOURDES;CL 10 5A ESTE 76;Animales Peligrosos;No
5396326;7/5/2022;11 Suba;EL BATAN;20 - LA ALHAMBRA;AK 45 122 1;Daño en redes de servicio públicos alcantarillado;Si
5396325;7/5/2022;18 Rafael Uribe Uribe;SOCIEGO SUR;36 - SAN JOSE;KR 10C 27 SUR 27;Animales Peligrosos;No
5396324;7/5/2022;9 FontibÃ³n;GRANJAS DE TECHO;112 - GRANJAS DE TECHO;AK 68 19 81;Caida de árbol - Caída de ramas;No
5396323;7/5/2022;4 San Cristobal;ALTOS DEL ZUQUE;50 - LA GLORIA;CL 46C SUR 16C ESTE 80;Conato de incendio;Si
5396322;7/5/2022;10 Engativa;EL PALMAR;74 - ENGATIVA;KR 117 63B 26;Animales Peligrosos;No
5396321;7/5/2022;12 Barrios Unidos;SAN FERNANDO OCCIDENTAL;22 - DOCE DE OCTUBRE;KR 60 68 1;Caida de árbol;No
5396320;7/5/2022;10 Engativa;SAN ANTONIO NORTE;74 - ENGATIVA;KR 110F 63 32;Daño en redes de servicio públicos gas;Si
5396319;7/5/2022;11 Suba;PRADO VERANIEGO NORTE;19 - EL PRADO;KR 52A 132 33;Conato de incendio;Si
5396318;7/5/2022;2 Chapinero;EL RETIRO;88 - EL REFUGIO;AK 7 84 1;Daño en redes de servicio públicos acueducto;Si
5396317;7/5/2022;8 Kennedy;VILLA ALSACIA;113 - BAVARIA;AK 72 12B 48;Daño en redes de servicio públicos energía;Si
5396316;7/5/2022;11 Suba;ALTOS DE SUBA;27 - SUBA;KR 86 152 0;Caida de árbol;No
5396315;7/5/2022;4 San Cristobal;SAN JOSE ORIENTAL;50 - LA GLORIA;CL 41A SUR 7 ESTE 19;Fenómeno de Remoción en Masa;
5396314;7/5/2022;11 Suba;LISBOA;71 - TIBABUYES;KR 150D 133 10;Daño en redes de servicio públicos gas;Si
5396313;7/5/2022;5 Usme;S.C EL MOCHUELO ORIENTAL;N/A;KR 14 65 SUR 0;Animales Peligrosos;No
5396312;7/5/2022;16 Puente Aranda;ZONA INDUSTRIAL;108 - ZONA INDUSTRIAL;CL 8A 33 22;Daño en redes de servicio públicos energía;Si
5396311;7/5/2022;10 Engativa;LAS FERIAS;26 - LAS FERIAS;CL 73 68H BIS 0;Quemas - Basuras;Si
5396310;7/5/2022;12 Barrios Unidos;LA CASTELLANA;21 - LOS ANDES;KR 49 93 94;Caida de árbol;No
5396309;7/5/2022;1 UsaquÃ©n;SABANALARGA;15 - COUNTRY CLUB;KR 16 127 81;Caida de árbol;No
5396308;7/5/2022;16 Puente Aranda;LA CAMELIA;43 - SAN RAFAEL;TV 53A 2C 0;Caida de árbol;No
5396307;7/5/2022;18 Rafael Uribe Uribe;PALERMO SUR;55 - DIANA TURBAY;TV 2D BIS 51B SUR 47;Daño en redes de servicio públicos alcantarillado;Si
5396306;7/5/2022;13 Teusaquillo;CHAPINERO SUR OCCIDENTAL;100 - GALERIAS;KR 16A 61A 29;Daño en redes de servicio públicos energía;Si
5396305;7/5/2022;16 Puente Aranda;OSPINA PEREZ;41 - MUZU;KR 51B BIS 37B SUR 24;Poda y Tala;Si
5396304;7/5/2022;19 Ciudad BolÃ­var;SAN ISIDRO ALTO;69 - ISMAEL PERDOMO;KR 74H 62F SUR 42;Daño en redes de servicio públicos energía;Si
5396303;7/5/2022;12 Barrios Unidos;SAN FELIPE;98 - LOS ALCAZARES;CL 75A 22 0;Daño en redes de servicio públicos acueducto;Si
5396302;7/5/2022;8 Kennedy;KENNEDY;N/A;AV 1 DE MAYO AV BOYACA;Daño en redes de servicio públicos acueducto;Si
5396301;7/5/2022;18 Rafael Uribe Uribe;GRANJAS DE SANTA SOFIA;53 - MARCO FIDEL SUAREZ;DG 32A BIS SUR 11G 49;Daño en redes de servicio públicos acueducto;Si
5396300;7/5/2022;10 Engativa;LA CABAÃ‘A;26 - LAS FERIAS;CL 63A 70C BIS 0;Daño en redes de servicio públicos gas;Si
5396396;8/5/2022;11 Suba;NUEVA ZELANDIA;17 - SAN JOSE DE BAVARIA;KR 48A 181 45;Incendio Estructuras;
5396395;8/5/2022;18 Rafael Uribe Uribe;CERROS DE ORIENTE;55 - DIANA TURBAY;KR 2D 48N SUR 24;Fenómeno de Remoción en Masa;
5396394;8/5/2022;18 Rafael Uribe Uribe;CERROS DE ORIENTE;55 - DIANA TURBAY;CL 48P BIS SUR 1D 24;Fenómeno de Remoción en Masa;
5396393;8/5/2022;11 Suba;BOSQUES DE SAN JORGE;27 - SUBA;CL 148 98B 00;Incendio Vehicular - Conato Vehicular;Si
5396392;8/5/2022;18 Rafael Uribe Uribe;CERROS DE ORIENTE;54 - MARRUECOS;KR 3C 48L SUR 38;Encharcamiento;Si
5396391;8/5/2022;9 Fontibon;FERROCAJA;N/A;AC 22 96A 60;Caida de árbol;No
5396389;8/5/2022;3 Santa Fe;LA PERSEVERANCIA;92 - LA MACARENA;KR 1 31 10;Caida de árbol;No
5396388;8/5/2022;5 Usme;DANUBIO AZUL;56 - DANUBIO;KR 4 56 SUR 33;Daño en redes de servicio públicos alcantarillado;Si
5396387;8/5/2022;18 Rafael Uribe Uribe;LOS MOLINOS PRIMER SECTOR;54 - MARRUECOS;CL 48P SUR 5A 66;Daño en redes de servicio públicos alcantarillado;Si
5396386;8/5/2022;5 Usme;DURO GRES;59 - ALFONSO LOPEZ;KR 6 ESTE 88B SUR 26;Daño en redes de servicio públicos energía;Si
5396385;8/5/2022;1 UsaquÃ©n;SAN PATRICIO;16 - SANTA BARBARA;KR 19A 106 42;Conato de incendio;Si
5396384;8/5/2022;10 Engativa;LAS FERIAS OCCIDENTAL;26 - LAS FERIAS;KR 69Q 73A 34;Daño en redes de servicio públicos acueducto;Si
5396383;8/5/2022;9 FontibÃ³n;EL TINTAL A.S.D.;112 - GRANJAS DE TECHO;KR 87B 19A 21;Encharcamiento;Si
5396382;8/5/2022;9 FontibÃ³n;CAPELLANIA;114 - MODELIA;KR 94 22A 90;Encharcamiento;Si
5396381;8/5/2022;9 FontibÃ³n;COFRADIA;115 - CAPELLANIA;CL 25D 96 90;Daño en redes de servicio públicos alcantarillado;Si
5396380;8/5/2022;10 Engativa;SANTA LIBRADA;74 - ENGATIVA;CL 66 126 8;Daño en redes de servicio públicos energía;Si
5396379;8/5/2022;6 Tunjuelito;VENECIA;42 - VENECIA;Cl 45A SUR 53 1;Daño en redes de servicio públicos gas;Si
5396378;8/5/2022;9 FontibÃ³n;CAPELLANIA;114 - MODELIA;KR 90 22C 39;Daño en redes de servicio públicos alcantarillado;Si
5396377;8/5/2022;9 FontibÃ³n;CAPELLANIA;114 - MODELIA;CL 23 86 61;Daño en redes de servicio públicos alcantarillado;Si
5396376;8/5/2022;9 FontibÃ³n;SAN JOSE FONTIBON;115 - CAPELLANIA;CL 25G 96B 54;Daño en redes de servicio públicos alcantarillado;Si
5396375;8/5/2022;13 Teusaquillo;RAFAEL NUÃ‘EZ;106 - LA ESMERALDA;CL 44D 45 30;Caida de árbol;No
5396374;8/5/2022;8 Kennedy;CIUDAD GALAN;82 - PATIO BONITO;CL 40 SUR 96A 4;Conato de incendio;Si
5396373;8/5/2022;9 FontibÃ³n;CAPELLANIA;114 - MODELIA;CL 22C 89 4;Daño en redes de servicio públicos alcantarillado;Si
5396372;8/5/2022;14 Los MÃ¡rtires;SANTA FE;102 - LA SABANA;CL 22D 17 18;Escape de gas;Si
5396371;8/5/2022;13 Teusaquillo;LA SOLEDAD;101 - TEUSAQUILLO;DG 36 BIS 21 1;Caida de árbol - Caída de ramas;No
5396370;8/5/2022;7 Bosa;EL CORZO;86 - EL PORVENIR;CL 54C SUR 99A 41;Daño en redes de servicio públicos gas;Si
5396369;8/5/2022;10 Engativa;MINUTO DE DIOS;29 - MINUTO DE DIOS;DG 82 72C 11;Daño en redes de servicio públicos gas;Si
5396368;8/5/2022;12 Barrios Unidos;SAN FERNANDO OCCIDENTAL;22 - DOCE DE OCTUBRE;CL 72 60 60;Daño en redes de servicio públicos acueducto;Si
5396367;8/5/2022;2 Chapinero;LOS ROSALES;88 - EL REFUGIO;AK 1 76 0;Caida de árbol - Caída de ramas;No
5396366;8/5/2022;10 Engativa;LAS FERIAS OCCIDENTAL;26 - LAS FERIAS;KR 69Q 73A 36;Daño en redes de servicio públicos acueducto;Si
5396365;8/5/2022;7 Bosa;LOS LAURELES;N/A;CL 77 SUR 80J 45;Incendio Vehicular;Si
5396364;8/5/2022;19 Ciudad BolÃ­var;CANDELARIA LA NUEVA II SECTOR;70 - JERUSALEM;CL 68D BIS A SUR 49F 70;Conato de incendio;Si
5396363;8/5/2022;13 Teusaquillo;CHAPINERO SUR OCCIDENTAL;100 - GALERIAS;CL 60 14 55;Daño en redes de servicio públicos acueducto;Si
5396362;8/5/2022;2 Chapinero;EMAUS;88 - EL REFUGIO;KR 7 CL 72;Caida de árbol;No
5396361;8/5/2022;11 Suba;VERONA;71 - TIBABUYES;CL 132 145;Daño en redes de servicio públicos energía;Si
5396360;8/5/2022;11 Suba;VILLA NOVA;17 - SAN JOSE DE BAVARIA;CL 186 54D 45;Caida de árbol;No
5396359;8/5/2022;9 FontibÃ³n;EL TINTAL A.S.D.;112 - GRANJAS DE TECHO;CL 20 82 52;Animales Peligrosos;No
5396358;8/5/2022;13 Teusaquillo;LA MAGDALENA;101 - TEUSAQUILLO;CL 37 15 60;Daño en redes de servicio públicos gas;Si
5396357;8/5/2022;19 Ciudad BolÃ­var;EL TESORO;68 - EL TESORO;CL 81A SUR 18C BIS B 59;Daño en redes de servicio públicos acueducto;Si
5396356;8/5/2022;11 Suba;LOS NOGALES;71 - TIBABUYES;CL 132 129A 76;Daño en redes de servicio públicos gas;Si
5396355;8/5/2022;10 Engativa;VILLA AMALIA;N/A;AC 72 107 1;Quemas - Basuras;Si
5396354;8/5/2022;1 UsaquÃ©n;LA CAROLINA;15 - COUNTRY CLUB;CL 127 12 0;Daño en redes de servicio públicos acueducto;Si
5396353;8/5/2022;10 Engativa;ENGATIVA CENTRO;74 - ENGATIVA;KR 124 64 7;Daño en redes de servicio públicos gas;Si
5396352;8/5/2022;14 Los MÃ¡rtires;LA FAVORITA;102 - LA SABANA;CL 17 15 50;Daño en redes de servicio públicos gas;Si
5396351;8/5/2022;18 Rafael Uribe Uribe;SANTIAGO PEREZ;N/A;AC 22 SUR 24H 51;Daño en redes de servicio públicos gas;Si
5396350;8/5/2022;2 Chapinero;EMAUS;88 - EL REFUGIO;KR 5 72 35;Caida de árbol - Caída de ramas;No
5396466;9/5/2022;7 Bosa;EL REMANSO;87 - TINTAL SUR;CL 83 SUR 85 77;Daño en redes de servicio públicos energía;Si
5396465;9/5/2022;12 Barrios Unidos;SAN MIGUEL;22 - DOCE DE OCTUBRE;CL 67A 30 44;Quemas;Si
5396463;9/5/2022;11 Suba;PUERTA DEL SOL;28 - EL RINCON;KR 107 141A 0;Daño en redes de servicio públicos energía;Si
5396462;9/5/2022;19 Ciudad BolÃ­var;SANTA HELENA;69 - ISMAEL PERDOMO;DG 67A SUR 77 9;Daño en redes de servicio públicos energía;Si
5396461;9/5/2022;10 Engativa;EL MUELLE;74 - ENGATIVA;CL 64C 105D 23;Daño en redes de servicio públicos alcantarillado;Si
5396460;9/5/2022;12 Barrios Unidos;SAN FERNANDO;22 - DOCE DE OCTUBRE;KR 57B 75 2;Animales Peligrosos;No
5396459;9/5/2022;19 Ciudad BolÃ­var;MADELENA II Y IV;65 - ARBORIZADORA;KR 69B 64A SUR 93;Daño en redes de servicio públicos energía;Si
5396458;9/5/2022;11 Suba;LA CHUCUA;28 - EL RINCON;KR 99A 133 14;Daño o falla estructural;Si
5396457;9/5/2022;13 Teusaquillo;CHAPINERO SUR OCCIDENTAL;100 - GALERIAS;CL 58 14 0;Animales Peligrosos;No
5396456;9/5/2022;11 Suba;TURINGIA;N/A;AV CALI 152A;Caida de árbol - Caída de ramas;No
5396455;9/5/2022;2 Chapinero;SAN LUIS;N/A;KILOMETRO 4.5 VIA LA CALERA;Derrame de aceite o gasolina en vía pública;Si
5396454;9/5/2022;9 FontibÃ³n;LA FELICIDAD;112 - GRANJAS DE TECHO;KR 78 19 88;Conato de incendio;Si
5396453;9/5/2022;8 Kennedy;CAMPO HERMOSO;82 - PATIO BONITO;CL 33A SUR 88A 15;Daño en redes de servicio públicos alcantarillado;Si
5396452;9/5/2022;13 Teusaquillo;CIUDAD SALITRE NOR-ORIENTAL;109 - CIUDAD SALITRE ORIENTAL;KR 60 24 6;Daño en redes de servicio públicos energía;Si
5396451;9/5/2022;8 Kennedy;PINAR DEL RIO II;80 - CORABASTOS;CL 39C SUR 83A 73;Daño en redes de servicio públicos alcantarillado;Si
5396450;9/5/2022;9 FontibÃ³n;LA ESPERANZA;114 - MODELIA;KR 72C 23D 0;Caida de árbol - Pérdida de verticalidad de árbol;No
5396449;9/5/2022;10 Engativa;SAN JOSE DE LA GRANJA;30 - BOYACA REAL;KR 85 78 50;Accidente de tránsito;Si
5396448;9/5/2022;13 Teusaquillo;PAULO VI NORTE;104 - PARQUE SIMON BOLIVAR - CAN;KR 60 57 60;Caida de árbol - Pérdida de verticalidad de árbol;No
5396447;9/5/2022;10 Engativa;EL DANUBIO;74 - ENGATIVA;KR 106A 67 2;Animales Peligrosos;No
5396446;9/5/2022;11 Suba;NUEVA TIBABUYES;71 - TIBABUYES;KR 123 130C 35;Caida de árbol;No
5396445;9/5/2022;4 San Cristobal;LAS GUACAMAYAS;50 - LA GLORIA;KR 2M BIS 39B SUR 31;Animales Peligrosos;No
5396444;9/5/2022;8 Kennedy;CAMPO ALEGRE;78 - TINTAL NORTE;KR 94 6C 30;Daño en redes de servicio públicos energía;Si
5396443;9/5/2022;2 Chapinero;CHICO;88 - EL REFUGIO;KR 9 88 40;Caida de árbol;No
5396442;9/5/2022;12 Barrios Unidos;ALCAZARES;98 - LOS ALCAZARES;KR 28 71 20;Daño en redes de servicio públicos energía;Si
5396441;9/5/2022;11 Suba;TIBABUYES;27 - SUBA;KR 109 152A 0;Caida de árbol;No
5396440;9/5/2022;5 Usme;PORTAL;59 - ALFONSO LOPEZ;DG 98A SUR 8 ESTE 13;Animales Peligrosos;No
5396439;9/5/2022;3 Santa Fe;LA CAPUCHINA;93 - LAS NIEVES;KR 12 15 25;Daño en redes de servicio públicos energía;Si
5396438;9/5/2022;8 Kennedy;CASA BLANCA II;47 - KENNEDY CENTRAL;CL 48A SUR 79 10;Conato de incendio;Si
5396437;9/5/2022;2 Chapinero;SAN ISIDRO;N/A;CL 108 0 ESTE 17;Caida de árbol;No
5396436;9/5/2022;14 Los MÃ¡rtires;LA ESTANZUELA;37 - SANTA ISABEL;DG 4A 16A 14;Animales Peligrosos;No
5396435;9/5/2022;19 Ciudad BolÃ­var;LUCERO DEL SUR;67 - LUCERO;CL 69B SUR 17J 59;Animales Peligrosos;No
5396434;9/5/2022;10 Engativa;EL DANUBIO;74 - ENGATIVA;KR 106A 66A 6;Animales Peligrosos;No
5396433;9/5/2022;5 Usme;SANTA LIBRADA NORTE;57 - GRAN YOMASA;CL 74C SUR 8;Riesgo de colapso estructural;
5396432;9/5/2022;19 Ciudad BolÃ­var;LOS SAUCES;66 - SAN FRANCISCO;KR 18Z 69C SUR 31;Animales Peligrosos;No
5396431;9/5/2022;8 Kennedy;BERTHA HERNANDEZ OSPINA I;48 - TIMIZA;KR 79B BIS 57A SUR 33;Conato de incendio;Si
5396430;9/5/2022;10 Engativa;VILLA DORADO NORTE;74 - ENGATIVA;CL 64F 108 18;Colapso de estructura;No
5396429;9/5/2022;10 Engativa;LOS CEREZOS;29 - MINUTO DE DIOS;AK 86 86 69;Colapso de estructura;No
5396428;9/5/2022;4 San Cristobal;JUAN REY;51 - LOS LIBERTADORES;CL 72A SUR 13B BIS ESTE;Animales Peligrosos;No
5396427;9/5/2022;16 Puente Aranda;SALAZAR GOMEZ;111 - PUENTE ARANDA;CL 12 65 49;Caida de árbol;No
5396426;9/5/2022;15 Antonio NariÃ±o;SAN ANTONIO DE PADUA;38 - RESTREPO;KR 14B 1 SUR 45;Caida de árbol;No
5396425;9/5/2022;13 Teusaquillo;CHAPINERO SUR OCCIDENTAL;100 - GALERIAS;CL 60 14A 0;Daño en redes de servicio públicos alcantarillado;Si
5396424;9/5/2022;11 Suba;URBANIZACION SABANA DE TIBABUYES;71 - TIBABUYES;CL 144 129 41;Animales Peligrosos;No
5396423;9/5/2022;19 Ciudad BolÃ­var;EL GALPON;68 - EL TESORO;KR 17C 80 SUR 2;Caida de árbol - Pérdida de verticalidad de árbol;No
5396422;9/5/2022;8 Kennedy;SUPER MANZANA 3;47 - KENNEDY CENTRAL;TV 73A BIS A 35C SUR 5;Daño en redes de servicio públicos gas;Si
5396421;9/5/2022;1 UsaquÃ©n;LAS ORQUIDEAS;12 - TOBERIN;AK 45 163A 68;Escape de gas;Si
5396420;9/5/2022;19 Ciudad BolÃ­var;SANTA HELENA;69 - ISMAEL PERDOMO;KR 77A 68A SUR 2;Accidente de tránsito;Si
5396419;9/5/2022;7 Bosa;SAN BERNARDINO XXII;N/A;CL 78 BIS SUR 94 27;Animales Peligrosos;No
5396418;9/5/2022;2 Chapinero;EL RETIRO;97 - CHICO LAGO;KR 14 83 26;Daño en redes de servicio públicos gas;Si
5396417;9/5/2022;3 Santa Fe;EL CONSUELO;96 - LOURDES;DG 3F 11A ESTE 40;Caida de árbol;No
5396416;9/5/2022;5 Usme;VILLA DIANA;52 - LA FLORA;CL 86A SUR 13 BIS ESTE 0;Daño en redes de servicio públicos energía;Si
5396415;9/5/2022;16 Puente Aranda;CORKIDI;40 - CIUDAD MONTES;CL 2D 39 46;Animales Peligrosos;No
5396414;9/5/2022;10 Engativa;LA ESTRADA;26 - LAS FERIAS;CL 67 69K 28;Daño o falla estructural - Elementos no estructurales en riesgo de caída;Si
5396413;9/5/2022;11 Suba;BOCHALEMA;28 - EL RINCON;CL 141 103A 14;Caida de árbol - Pérdida de verticalidad de árbol;No
5396412;9/5/2022;3 Santa Fe;SANTA BARBARA;95 - LAS CRUCES;KR 7 6 31;Animales Peligrosos;No
5396411;9/5/2022;1 UsaquÃ©n;MILLAN;11 - SAN CRISTOBAL NORTE;CL 159 7 64;Conato de incendio;Si
5396410;9/5/2022;19 Ciudad BolÃ­var;EL PENON DEL CORTIJO;69 - ISMAEL PERDOMO;CL 68 SUR 73 17;Daño en redes de servicio públicos acueducto;Si
5396409;9/5/2022;2 Chapinero;LOS ROSALES;88 - EL REFUGIO;KR 2 76A 2;Caida de árbol;No
5396408;9/5/2022;6 Tunjuelito;EL CARMEN;42 - VENECIA;DG 52A SUR 26 80;Animales Peligrosos;No
5396407;9/5/2022;2 Chapinero;INGEMAR;90 - PARDO RUBIO;KR 3 52A 20;Caida de árbol;No
5396406;9/5/2022;8 Kennedy;PATIO BONITO I;82 - PATIO BONITO;KR 86F 0 46;Daño en redes de servicio públicos acueducto;Si
5396405;9/5/2022;19 Ciudad BolÃ­var;MEXICO;67 - LUCERO;CL 64 SUR 17 0;Animales Peligrosos;No
5396404;9/5/2022;8 Kennedy;MANUEL MEJIA;47 - KENNEDY CENTRAL;CL 53 SUR 79D 71;Accidente de tránsito;Si
5396403;9/5/2022;13 Teusaquillo;CHAPINERO SUR OCCIDENTAL;100 - GALERIAS;KR 16 59 0;Daño en redes de servicio públicos gas;Si
5396402;9/5/2022;1 UsaquÃ©n;BALCONES DE ORIENTE;12 - TOBERIN;KR 15 163B 48;Animales Peligrosos;No
5396401;9/5/2022;9 Fontibon;VERACRUZ II SECTOR;N/A;AC 26 102A 1(98);Caida de árbol;No
5396400;9/5/2022;4 San Cristobal;RAMAJAL (SAN PEDRO);32 - SAN BLAS;KR 9C ESTE 25 SUR 12;Daño en redes de servicio públicos acueducto;Si
5396399;9/5/2022;3 Santa Fe;LAS CRUCES;95 - LAS CRUCES;KR 7 1 44;Daño en redes de servicio públicos energía;Si
5396398;9/5/2022;1 UsaquÃ©n;EL VERBENAL;9 - VERBENAL;CL 185B 9 47;Daño en redes de servicio públicos energía;Si
5396397;9/5/2022;13 Teusaquillo;PALERMO;101 - TEUSAQUILLO;CL 45C 21 36;Daño en redes de servicio públicos gas;Si
5396550;10/5/2022;3 Santa Fe;LOURDES;94 - LA CANDELARIA;CL 3C 1 ESTE 36;Daño en redes de servicio públicos energía;Si
5396549;10/5/2022;14 Los MÃ¡rtires;COLSEGUROS;102 - LA SABANA;CL 22C 29A 47;Escape de gas;Si
5396548;10/5/2022;8 Kennedy;BOITA I;48 - TIMIZA;KR 72M 47 SUR 41;Daño en redes de servicio públicos acueducto;Si
5396547;10/5/2022;2 Chapinero;CATALUNA;99 - CHAPINERO;CL 39 5 0;Caida de árbol;No
5396546;10/5/2022;9 FontibÃ³n;TORRES DE MODELIA;114 - MODELIA;KR 82 22A 35;Rescate en Espacios Confinados - En Ascensores;Si
5396545;10/5/2022;8 Kennedy;CONCORDIA;80 - CORABASTOS;KR 85 41A SUR 60;Daño en redes de servicio públicos gas;Si
5396544;10/5/2022;1 UsaquÃ©n;A.S.D.;1 - PASEO DE LOS LIBERTADORES;AK 45 209 0;Caida de árbol;No
5396543;10/5/2022;1 UsaquÃ©n;MOLINOS NORTE;16 - SANTA BARBARA;AK 15 112 46;Escape de gas;Si
5396542;10/5/2022;11 Suba;MIRANDELA;17 - SAN JOSE DE BAVARIA;KR 54D 189 0;Caida de árbol;No
5396541;10/5/2022;13 Teusaquillo;SEARS;100 - GALERIAS;CL 53B BIS 25 51;Caida de árbol;No
5396540;10/5/2022;7 Bosa;EL CORZO;86 - EL PORVENIR;KR 93 54 SUR 28;Rescate en Espacios Confinados - En Ascensores;Si
5396539;10/5/2022;11 Suba;BILBAO I SECTOR;71 - TIBABUYES;CL 143B 142 21;Daño en redes de servicio públicos energía;Si
5396538;10/5/2022;19 Ciudad Bolivar;PASQUILLA;N/A;KM 5;Encharcamiento;Si
5396537;10/5/2022;10 Engativa;LA ISABELA;116 - ALAMOS;CL 65B 88 72;Quemas - Basuras;Si
5396536;10/5/2022;11 Suba;ESTORIL;20 - LA ALHAMBRA;AK 45 102A 1(220);Caida de árbol;No
5396535;10/5/2022;10 Engativa;EL CEDRO A.S.D.;74 - ENGATIVA;CL 63 B TV 123;Quemas - Basuras;Si
5396534;10/5/2022;13 Teusaquillo;CENTRO NARIÃ‘O;107 - QUINTA PAREDES;KR 37 24 67;Conato de incendio;Si
5396533;10/5/2022;11 Suba;CASA BLANCA;2 - LA ACADEMIA;AK 45 215 1;Caida de árbol;No
5396532;10/5/2022;1 UsaquÃ©n;BELLA SUIZA;14 - USAQUEN;KR 7C 127B 0(84);Caida de árbol;No
