Identificador;Fecha reporte;Localidad;Barrio;Upz;Dirección;Tipo de afectación;Factor Humano
5398434;23/6/2022;10 Engativa;LOS AZAFRANES;N/A;CL 64A BIS 85 43;Caida de árbol;No
5398433;23/6/2022;11 Suba;SUBA;N/A;KR 111 160;Caida de árbol;No
5398432;23/6/2022;8 Kennedy;MANDALAY;N/A;CL 5B 78C 0;Caida de árbol;No
5398431;23/6/2022;4 San Cristobal;CANADA SAN LUIS;N/A;CL 48A SUR 3A ESTE 0;Animales Peligrosos;No
5398430;23/6/2022;3 Santa Fe;SANTA ROSA DE LIMA;N/A;KR 5A ESTE 2 38;Animales Peligrosos;No
5398429;23/6/2022;4 San Cristobal;URB. MONTEBELLO;N/A;CL 20 SUR 5A 18;Animales Peligrosos;No
5398428;23/6/2022;5 Usme;EUCALIPTOS DE LA ESPERANZA;N/A;CL 137 SUR 11A 3;Daño en redes de servicio públicos gas;Si
5398427;23/6/2022;2 Chapinero;EMAUS;N/A;CL 71A 5 65;Conato de incendio;Si
5398426;23/6/2022;6 Tunjuelito;VENECIA;N/A;DG 49A SUR 49 61;Daño en redes de servicio públicos energía;Si
5398425;23/6/2022;6 Tunjuelito;RINCON DE VENECIA;N/A;AV. BOYACA DG 50 SUR;Daño en redes de servicio públicos alcantarillado;Si
5398424;23/6/2022;6 Tunjuelito;VENECIA OCCIDENTAL;N/A;DG 47 SUR 54 35;Daño o falla estructural - Elementos no estructurales en riesgo de caída;Si
5398423;23/6/2022;4 San Cristobal;SAN CRISTOBAL SUR;N/A;CL 18 SUR 10B ESTE 54;Daño en redes de servicio públicos alcantarillado;Si
5398422;23/6/2022;5 Usme;ANTONIO JOSE DE SUCRE I Y II;N/A;CL 108A SUR 4 34;Daño en redes de servicio públicos energía;Si
5398421;23/6/2022;4 San Cristobal;LA GLORIA;N/A;KR 11 ESTE 42B SUR 42;Daño en redes de servicio públicos alcantarillado;Si
5398420;23/6/2022;15 Antonio Nariño;SAN JOSE SUR;N/A;CL 20 SUR 16 76;Daño en redes de servicio públicos gas;Si
5398419;23/6/2022;17 La Candelaria;EGIPTO;N/A;KR 1 ESTE 12 0;Caida de árbol - Pérdida de verticalidad de árbol;No
5398418;23/6/2022;10 Engativa;PLAZUELAS DEL VIRREY;N/A;KR 105H 70A 0;Caida de árbol - Pérdida de verticalidad de árbol;No
5398417;23/6/2022;7 Bosa;GRANCOLOMBIANO II SECTOR;N/A;KR 81G 73 SUR 22;Animales Peligrosos;No
5398416;23/6/2022;10 Engativa;AUTOPISTA MEDELLIN;N/A;TV 76C 81;Accidente de tránsito;No
5398415;23/6/2022;4 San Cristobal;MORALVA;N/A;CL 41B SUR 16A ESTE 35;Daño en redes de servicio públicos gas;Si
5398414;23/6/2022;12 Barrios Unidos;JORGE ELIECER GAITAN;N/A;KR 56 79 55;Daño en redes de servicio públicos energía;Si
5398413;23/6/2022;19 Ciudad Bolivar;MADELENA;N/A;CL 60B SUR 64 54;Daño en redes de servicio públicos energía;Si
5398412;23/6/2022;13 Teusaquillo;EL CAMPIN;N/A;TV 27 53B 33;Caida de árbol;No
5398411;23/6/2022;5 Usme;EL BRILLANTE;N/A;DG 101 SUR 2B 14;Daño en redes de servicio públicos alcantarillado;Si
5398410;23/6/2022;2 Chapinero;CHICO ALTO;N/A;DG 91 4 69;Daño en redes de servicio públicos energía;Si
5398409;23/6/2022;5 Usme;GRAN YOMASA;N/A;CL 84 SUR 1;Animales Peligrosos;No
5398408;23/6/2022;6 Tunjuelito;SAN BENITO;N/A;KR 16D 60-74 SUR;Daño en redes de servicio públicos de teléfono;Si
5398407;23/6/2022;18 Rafael Uribe Uribe;SAN MARTIN (VILLA NEIZA);N/A;KR 3 ESTE 49C SUR 3;Animales Peligrosos;No
5398406;23/6/2022;6 Tunjuelito;ISLA DEL SOL;N/A;CL 64 SUR 65A 55;Daño en redes de servicio públicos alcantarillado;Si
5398405;23/6/2022;6 Tunjuelito;SAN BENITO;N/A;KR 16D 60-72 SUR;Daño en redes de servicio públicos de teléfono;Si
5398404;23/6/2022;4 San Cristobal;LA GLORIA;N/A;KR 7 ESTE 43 SUR 12;Daño o falla estructural;Si
5398403;23/6/2022;18 Rafael Uribe Uribe;HACIENDA LOS MOLINOS;N/A;CL 44A SUR 9L 97;Caida de árbol;No
5398402;23/6/2022;4 San Cristobal;VITELMA;N/A;DG 9B SUR 10 ESTE 14;Daño en redes de servicio públicos energía;Si
5398401;23/6/2022;11 Suba;URB. EL PORTICO Y LOS REMANSOS;N/A;KR 101 141 77;Caida de árbol - Caída de ramas;No
5398400;23/6/2022;6 Tunjuelito;ABRAHAM LINCOLN;N/A;AC 51 SUR 11B - 1;Daño en redes de servicio públicos energía;Si
5398399;23/6/2022;5 Usme;VILLA ISRAEL II;N/A;KR 7 111 SUR 27;Daño en redes de servicio públicos energía;Si
5398398;23/6/2022;9 Fontibon;MONTEVIDEO;N/A;KR 68 20 19;Caida de árbol - Caída de ramas;No
5398397;23/6/2022;2 Chapinero;CHICO NORTE III SECTOR;N/A;AC 100 19 68;Daño en redes de servicio públicos gas;Si
5398396;23/6/2022;9 Fontibon;SANTA CECILIA;N/A;CL 26 86 1;Incendio Vehicular;Si
5398395;23/6/2022;8 Kennedy;MARIA PAZ;N/A;TV 81D 34A SUR 42;Daño en redes de servicio públicos alcantarillado;Si
5398394;23/6/2022;6 Tunjuelito;TUNAL SECTOR II;N/A;CL 52F SUR 24C 41;Incendio Vehicular;Si
5398393;23/6/2022;5 Usme;LA AURORA_;N/A;KR 14L 70 SUR 9;Daño en redes de servicio públicos acueducto;Si
5398392;23/6/2022;19 Ciudad Bolivar;ALVARO BERNAL SEGURA;N/A;CL 69D SUR 18B 4;Animales Peligrosos;No
5398391;23/6/2022;9 Fontibon;EL CHARCO;N/A;KR 116A 15C 70;Animales Peligrosos;No
5398390;23/6/2022;9 Fontibon;VILLA ANDREA;N/A;CL 17C 134 0(70);Daño en redes de servicio públicos alcantarillado;Si
5398388;23/6/2022;8 Kennedy;LA RIVIERA II;N/A;KR 81A 58G SUR 24;Daño en redes de servicio públicos alcantarillado;Si
5398387;23/6/2022;17 La Candelaria;CENTRO ADMINISTRATIVO;N/A;CL 8 8 0;Animales Peligrosos;No
5398385;23/6/2022;8 Kennedy;LAS DOS AVENIDAS I ETAPA;N/A;CL 7A BIS C 72B 3;Caida de árbol;No
5398384;23/6/2022;19 Ciudad Bolivar;BALMORAL III;N/A;CL 57 R SUR 71 72;Caida de árbol - Caída de ramas;No
5398383;23/6/2022;14 Los Martires;EL VERGEL;N/A;CL 1 24;Daño en redes de servicio públicos de teléfono;Si
5398382;23/6/2022;4 San Cristobal;VALPARAISO;N/A;KR 11B ESTE 65 SUR 27;Encharcamiento;Si
5398381;23/6/2022;10 Engativa;LAS PALMAS NORTE;N/A;KR 73 90 47;Animales Peligrosos;No
5398380;23/6/2022;1 Usaquen;ALICANTE I Y II;N/A;KR 8H 168 91;Daño en redes de servicio públicos energía;Si
5398379;23/6/2022;16 Puente Aranda;GORGONZOLA;N/A;CL 6 49 0;Daños en malla vial;Si
5398378;23/6/2022;11 Suba;TIBABUYES;N/A;KR 122A 128 33;Daño en redes de servicio públicos acueducto;Si
5398377;23/6/2022;8 Kennedy;LUCERNA;N/A;CL 38C SUR 72Q 55;Daño en redes de servicio públicos energía;Si
5398538;24/6/2022;9 Fontibon;LA ESPERANZA;N/A;C 24 72 1;Daño en redes de servicio públicos alcantarillado;Si
5398537;24/6/2022;18 Rafael Uribe Uribe;QUIROGA;N/A;AK 14 36 SUR 1;Conato de incendio;Si
5398536;24/6/2022;5 Usme;SANTA LIBRADA;N/A;CL 75A SUR 9A 6;Daño en redes de servicio públicos energía;Si
5398535;24/6/2022;7 Bosa;SANTA INES;N/A;CL 70B SUR 89A 77;Encharcamiento;Si
5398534;24/6/2022;4 San Cristobal;VALPARAISO;N/A;KR 11B ESTE 65 SUR 27;Daño en redes de servicio públicos alcantarillado;Si
5398533;24/6/2022;7 Bosa;VILLA CELINA;N/A;KR 87B 86 SUR 10;Conato de incendio;Si
5398532;24/6/2022;8 Kennedy;FLORESTA DEL SUR;N/A;CL 4 SUR 68 0;Accidente de tránsito;No
5398531;24/6/2022;11 Suba;URB. ARCOS DE CANTALEJO;N/A;CL 162 55C 80;Conato de incendio;Si
5398530;24/6/2022;11 Suba;URB. EL MORAL;N/A;KR 54 138 81;Daño en redes de servicio públicos acueducto;Si
5398529;24/6/2022;1 Usaquen;TARDES DE SAN JOSE;N/A;KR 17B 181D 40;Daño en redes de servicio públicos gas;Si
5398528;24/6/2022;1 Usaquen;SANTA BARBARA ORIENTAL;N/A;CL 126A 7C 44;Escape de gas;Si
5398527;24/6/2022;1 Usaquen;SAN PATRICIO;N/A;CL 108A 23 13;Rescate en Espacios Confinados - En Ascensores;Si
5398526;24/6/2022;3 Santa Fe;LA CAPUCHINA;N/A;AC 19 13A 15;Daño en redes de servicio públicos alcantarillado;Si
5398525;24/6/2022;1 Usaquen;LOS CIPRESES;N/A;CL 187 19A 85;Caida de árbol - Pérdida de verticalidad de árbol;No
5398524;24/6/2022;12 Barrios Unidos;SAN FERNANDO OCCIDENTAL - URB. AV. CHILE;N/A;CL 67 KR 21;Daño en redes de servicio públicos energía;Si
5398523;24/6/2022;13 Teusaquillo;PALERMO;N/A;KR 24 45B 45;Daño en redes de servicio públicos gas;Si
5398522;24/6/2022;6 Tunjuelito;SAN BENITO;N/A;CL 57 SUR 18C 10;Daño en redes de servicio públicos energía;Si
5398521;24/6/2022;8 Kennedy;CIUDAD KENNEDY NORTE URB. FRANCISCO JOSE DE CALDAS;N/A;AK 80 26 SUR 58;Conato de incendio;Si
5398520;24/6/2022;8 Kennedy;LAS VEGAS;N/A;KR 90 42G SUR 65;Quemas;Si
5398519;24/6/2022;8 Kennedy;PIO X - URB. EL CARMEN;N/A;CL 2A 72 36;Daño en redes de servicio públicos gas;Si
5398518;24/6/2022;15 Antonio Nariño;CARACAS SUR;N/A;KR 12 A # 11-62;Desechos en via pública;Si
5398517;24/6/2022;18 Rafael Uribe Uribe;OLAYA;N/A;CL 26 SUR 14 56;Explosión - Explosión por gas (natural/GLP);Si
5398515;24/6/2022;15 Antonio Nariño;CIUDAD JARDIN;N/A;KR 12 D 13A-22 SUR;Desechos en via pública;Si
5398514;24/6/2022;17 La Candelaria;CONCORDIA;N/A;KR 2 12 C 73;Riesgo de colapso estructural;No
5398513;24/6/2022;18 Rafael Uribe Uribe;LIBERTADOR;N/A;KR 26 31A SUR 0;Daño en redes de servicio públicos energía;Si
5398512;24/6/2022;11 Suba;LA NUEVA AUTOPISTA;N/A;AK 45 137 48;Animales Peligrosos;No
5398511;24/6/2022;9 Fontibon;FONTIBÓN CENTRO;N/A;KR 103A 20 30;Daño en redes de servicio públicos energía;Si
5398510;24/6/2022;5 Usme;LA SUREÑA;N/A;CL 74 BIS A SUR 7A ESTE 28;Caida de árbol;No
5398509;24/6/2022;7 Bosa;SANTA INES;N/A;KR 91C 70A SUR 40;Daño en redes de servicio públicos alcantarillado;Si
5398508;24/6/2022;8 Kennedy;LAS DOS AVENIDAS;N/A;KR 72 B 6D 73;Caida de árbol;No
5398507;24/6/2022;1 Usaquen;LA PLANADA;N/A;KILOMETRO 4.5;Daño en redes de servicio públicos energía;Si
5398506;24/6/2022;19 Ciudad Bolivar;ATLANTA;N/A;TV 65 59 SUR 21;Animales Peligrosos;No
5398505;24/6/2022;7 Bosa;SAN PABLO I SECTOR;N/A;CL 68B SUR 78H 73;Animales Peligrosos;No
5398504;24/6/2022;19 Ciudad Bolivar;VISTA HERMOSA_;N/A;KR 18R 72 SUR 21;Animales Peligrosos;No
5398503;24/6/2022;3 Santa Fe;LAS CRUCES;N/A;KR 7 2 43;Riesgo de colapso estructural;No
5398502;24/6/2022;9 Fontibon;CENTRO FONTIBON;N/A;CL 20C 100 34;Caida de árbol - Pérdida de verticalidad de árbol;No
5398501;24/6/2022;12 Barrios Unidos;12 DE OCTUBRE;N/A;KR 30 72 1;Daño en redes de servicio públicos alcantarillado;Si
5398500;24/6/2022;12 Barrios Unidos;SIMON BOLIVAR;N/A;CL 74A 63 4;Caida de árbol - Caída de ramas;No
5398499;24/6/2022;12 Barrios Unidos;SIMON BOLIVAR;N/A;CL 79 64 53;Daño o falla estructural;Si
5398498;24/6/2022;1 Usaquen;LOS CAOBOS;N/A;CL 147 19 1;Daño en redes de servicio públicos alcantarillado;Si
5398497;24/6/2022;14 Los Martires;FLORIDA;N/A;CL 26 25 50;Animales Peligrosos;No
5398496;24/6/2022;19 Ciudad Bolivar;SAN JOAQUIN VATICANO GALPON;N/A;KR 17A 80 SUR 3;Animales Peligrosos;No
5398495;24/6/2022;4 San Cristobal;VITELMA;N/A;KR 8A ESTE 8C SUR 42;Animales Peligrosos;No
5398494;24/6/2022;13 Teusaquillo;LA MAGDALENA;N/A;KR 17A 37 38;Caida de árbol - Caída de ramas;No
5398493;24/6/2022;2 Chapinero;LOS ROSALES;N/A;TV 2 ESTE 77 91;Fenómeno de Remoción en Masa;No
5398492;24/6/2022;7 Bosa;CARLOS ALBAN SECTOR MIRAFLORES;N/A;KR 77I 72B SUR 48;Animales Peligrosos;No
5398491;24/6/2022;11 Suba;MONTEREDONDO;N/A;CL 156 92 64;Caida de árbol - Pérdida de verticalidad de árbol;No
5398490;24/6/2022;11 Suba;PRADO VERANIEGO;N/A;KR 45 129A 1;Desechos en via pública;Si
5398489;24/6/2022;3 Santa Fe;SAN BERNARDINO;N/A;KR 10A 12;Daño en redes de servicio públicos alcantarillado;Si
5398488;24/6/2022;13 Teusaquillo;CAMPIN OCCIDENTAL;N/A;KR 36A 57 58;Caida de árbol;No
5398487;24/6/2022;5 Usme;PORVENIR;N/A;CL 65 SUR 6A 24;Daños en malla vial;Si
5398486;24/6/2022;1 Usaquen;BOSQUES DE SORATAMA;N/A;CL 167 5A 46.;Quemas;Si
5398485;24/6/2022;11 Suba;VILLA DEL PRADO;N/A;KR 56 171 45;Caida de árbol - Pérdida de verticalidad de árbol;No
5398484;24/6/2022;8 Kennedy;ABRAHAM LINCON;N/A;TV 78I 42C SUR 36;Caida de árbol - Pérdida de verticalidad de árbol;No
5398483;24/6/2022;15 Antonio Nariño;SEVILLA;N/A;CL 3 SUR 13 19;Daños en malla vial;Si
5398482;24/6/2022;16 Puente Aranda;PRIMAVERA OCCIDENTE;N/A;CL 5A 40 22;Daño en redes de servicio públicos energía;Si
5398481;24/6/2022;2 Chapinero;SAN MARTIN DE PORRES III Y IV;N/A;CL 46A 3A ESTE 19;Daño en redes de servicio públicos gas;Si
5398480;24/6/2022;9 Fontibon;EL CHARCO;N/A;KR 128 15 0;Animales Peligrosos;No
5398479;24/6/2022;11 Suba;HATO CHICO II;N/A;KR 136A 146 35;Daño en redes de servicio públicos gas;Si
5398478;24/6/2022;15 Antonio Nariño;5 DE NOVIEMBRE;N/A;CL 39F SUR 34D 3;Caida de árbol;No
5398477;24/6/2022;19 Ciudad Bolivar;VILLA GLORIA;N/A;KR 19 BIS 68D SUR;Derrame de aceite o gasolina en vía pública;Si
5398476;24/6/2022;14 Los Martires;LA FAVORITA;N/A;KR 14 16 1(98);Daño en redes de servicio públicos acueducto;Si
5398475;24/6/2022;4 San Cristobal;NARIÑO SUR;N/A;CL 11 SUR 8 41;Daño en redes de servicio públicos acueducto;Si
5398474;24/6/2022;18 Rafael Uribe Uribe;VILLA MAYOR;N/A;DG 40 SUR 33 43;Caida de árbol;No
5398472;24/6/2022;11 Suba;CANTALEJO;N/A;CL 159 54 35;Caida de árbol;No
5398471;24/6/2022;19 Ciudad Bolivar;JERUSALÉN LAS BRISAS;N/A;KR 46C 75 SUR 23;Daño en redes de servicio públicos acueducto;Si
5398470;24/6/2022;4 San Cristobal;20 DE JULIO;N/A;KR 8 25 SUR 7;Daño en redes de servicio públicos acueducto;Si
5398469;24/6/2022;7 Bosa;LA PAZ;N/A;CL 61 SUR 82 0;Encharcamiento;Si
5398468;24/6/2022;11 Suba;PRADO PINZON;N/A;CL 138 47 0;Caida de árbol;No
5398467;24/6/2022;5 Usme;EL_PARAISO;N/A;KR 8B ESTE 90 SUR 80;Caida de árbol;No
5398466;24/6/2022;10 Engativa;CONGRESO EUCARISTICO;N/A;TV 75 83C 35;Animales Peligrosos;No
5398465;24/6/2022;12 Barrios Unidos;CLUB DE EMPLEADOS OFICIALES;N/A;AK 60 63 0;Caida de árbol;No
5398464;24/6/2022;1 Usaquen;LOS CEDRITOS;N/A;CL 142 19 0;Daño en redes de servicio públicos gas;Si
5398463;24/6/2022;11 Suba;TUNA ALTA SECTOR EL ROSAL;N/A;CL 153 87A 32;Daño en redes de servicio públicos acueducto;Si
5398462;24/6/2022;9 Fontibon;SAN PEDRO;N/A;DG 16B BIS 97 30;Conato de incendio;Si
5398461;24/6/2022;4 San Cristobal;SAN JOSE ORIENTAL SAN JOSE ORIENTAL;N/A;KR 6B ESTE 42 SUR 9;Conato de incendio;Si
5398460;24/6/2022;8 Kennedy;VILLA HERMOSA;N/A;KR 87 40C SUR 43;Daño en redes de servicio públicos gas;Si
5398459;24/6/2022;4 San Cristobal;SAN ISIDRO;N/A;KR 10 36 SUR 32;Daño en redes de servicio públicos alcantarillado;Si
5398582;25/6/2022;10 Engativa;ALAMOS II SECTOR;N/A;KR 99 69 32;Conato de incendio;Si
5398581;25/6/2022;11 Suba;EL PORTAL DE LAS MERCEDES;N/A;KR 110B 153 45;Daño en redes de servicio públicos gas;Si
5398580;25/6/2022;19 Ciudad Bolivar;LOS ALPES;N/A;KR 24 75 SUR 3;Conato de incendio;Si
5398579;25/6/2022;14 Los Martires;EDUARDO SANTOS;N/A;CL 3 19 0;Rescate en Espacios Confinados - En Ascensores;Si
5398578;25/6/2022;15 Antonio Nariño;SAN ANTONIO;N/A;CL 11 SUR 15A 0;Daño en redes de servicio públicos gas;Si
5398577;25/6/2022;11 Suba;URB. EL MORAL;N/A;CL 138 54 60;Daño en redes de servicio públicos acueducto;Si
5398576;25/6/2022;14 Los Martires;LA PEPITA;N/A;CL 8 A 19A 65;Daño en redes de servicio públicos energía;Si
5398575;25/6/2022;10 Engativa;AV CIUDAD DE CALI 26;N/A;AV CIUDAD DE CALI 26;Desechos en via pública;Si
5398574;25/6/2022;1 Usaquen;CEDRITOS;N/A;KR 12 138 0;Daño en redes de servicio públicos energía;Si
5398573;25/6/2022;12 Barrios Unidos;BAQUERO;N/A;KR 19A 63C 0;Daño en redes de servicio públicos gas;Si
5398572;25/6/2022;10 Engativa;QUIRIGUA CENTRAL;N/A;CL 85 90-36;Daño en redes de servicio públicos gas;Si
5398571;25/6/2022;7 Bosa;URB. LA ESPERANZA;N/A;CL 80 SUR 78G 85;Daño en redes de servicio públicos energía;Si
5398570;25/6/2022;10 Engativa;LOS ALAMOS - SAN IGNACIO;N/A;AK 86 52A 0;Derrame de aceite o gasolina en vía pública;Si
5398569;25/6/2022;8 Kennedy;VILLA ALEXANDRA;N/A;KR 99A 40A SUR 20;Daño en redes de servicio públicos energía;Si
5398568;25/6/2022;1 Usaquen;SANTA BARBARA CENTRAL III SECTOR;N/A;KR 11 112 70;Daño en redes de servicio públicos energía;Si
5398567;25/6/2022;4 San Cristobal;CORDOBA;N/A;CL 28 B BIS SUR 2 66;Daño en redes de servicio públicos gas;Si
5398566;25/6/2022;16 Puente Aranda;PENSILVANIA;N/A;CL 8 34 20;Incendio Vehicular - Conato Vehicular;Si
5398565;25/6/2022;4 San Cristobal;SAN JERONIMO;N/A;CL 16 SUR 18 ESTE 49;Daño en redes de servicio públicos energía;Si
5398564;25/6/2022;8 Kennedy;PINAR DEL RIO II SECTOR;N/A;AK 86 40A SUR 50;Daño en redes de servicio públicos gas;Si
5398563;25/6/2022;7 Bosa;SAN JOSE;N/A;KR 80I 79 SUR;Daño en redes de servicio públicos energía;Si
5398562;25/6/2022;5 Usme;SIERRA MORENA;N/A;CL 86A SUR 10 ESTE 3;Fenómeno de Remoción en Masa;No
5398561;25/6/2022;14 Los Martires;PALOQUEMAO;N/A;AC 19 28 80;Daño en redes de servicio públicos energía;Si
5398560;25/6/2022;16 Puente Aranda;VILLA DEL ROSARIO;N/A;KR 39A 34 SUR 12;Daño en redes de servicio públicos alcantarillado;Si
5398559;25/6/2022;14 Los Martires;SAMPER MENDOZA;N/A;CL 23A 27 41;Daño en redes de servicio públicos gas;Si
5398558;25/6/2022;12 Barrios Unidos;JOSE JUAQUIN VARGAS;N/A;CL 64C 61 01;Daño en redes de servicio públicos gas;Si
5398557;25/6/2022;2 Chapinero;ESPARTILLAL;N/A;KR 14 82 87;Caida de árbol;No
5398556;25/6/2022;14 Los Martires;LA ESTANZUELA;N/A;KR 18 4A 0;Daño en redes de servicio públicos gas;Si
5398554;25/6/2022;10 Engativa;FLORENCIA;N/A;CL 76A 86 91;Desechos en via pública;Si
5398553;25/6/2022;11 Suba;SABANA DE TIBABUYES;N/A;KR 129A 142D 48;Animales Peligrosos;No
5398552;25/6/2022;7 Bosa;SAN PABLO II SECTOR;N/A;CL 68 SUR 77K 16;Animales Peligrosos;No
5398551;25/6/2022;5 Usme;LAS FLORES;N/A;DG 99 SUR 7A 17;Animales Peligrosos;No
5398550;25/6/2022;10 Engativa;SAN BASILIO;N/A;TV 105 69 0;Animales Peligrosos;No
5398549;25/6/2022;11 Suba;BILBAO I SECTOR;N/A;KR 141A BIS C 143B 38;Animales Peligrosos;No
5398548;25/6/2022;8 Kennedy;VILLA ALSACIA CIUDADELA;N/A;KR 72 12B 0;Animales Peligrosos;No
5398547;25/6/2022;19 Ciudad Bolivar;SAN FRANCISCO I SECTOR;N/A;KR 20B 61B SUR 19;Animales Peligrosos;No
5398546;25/6/2022;19 Ciudad Bolivar;VISTA HERMOSA_;N/A;CL 73A SUR 18H 8;Animales Peligrosos;No
5398545;25/6/2022;8 Kennedy;MARIA PAZ;N/A;TV 81A 34A SUR 14;Accidente de tránsito;No
5398544;25/6/2022;19 Ciudad Bolivar;VILLA DEL RIO II SECTOR;N/A;KR 71B 57R SUR 0;Animales Peligrosos;No
5398543;25/6/2022;6 Tunjuelito;PARQUE EL TUNAL;N/A;KR 19C 59A SUR 49;Animales Peligrosos;No
5398542;25/6/2022;11 Suba;CASA BLANCA I;N/A;KR 80 146 7;Caida de árbol - Caída de ramas;No
5398541;25/6/2022;16 Puente Aranda;PENSILVANIA;N/A;CL 9 31 0;Quemas - Basuras;Si
5398540;25/6/2022;3 Santa Fe;LOS MARTIRES;N/A;KR 16A 22 51;Daño en redes de servicio públicos gas;Si
5398539;25/6/2022;11 Suba;MIRAMAR;N/A;KR 135 129A 16;Conato de incendio;Si
5398616;26/6/2022;14 Los Martires;SANTA FE;N/A;KR 17 21 49;Daño en redes de servicio públicos gas;Si
5398615;26/6/2022;11 Suba;BURGOS BRITALIA;N/A;CL 160 64 4;Escape de gas;Si
5398614;26/6/2022;10 Engativa;SANTA HELENITA;N/A;CL 67 83 10;Escape de gas;Si
5398613;26/6/2022;11 Suba;PRADO VERANIEGO;N/A;KR 50A 128A 0;Conato de incendio;Si
5398612;26/6/2022;19 Ciudad Bolivar;MOCHUELO BAJO;N/A;CL 93A SUR 18A 93;Accidente de tránsito;No
5398611;26/6/2022;1 Usaquen;IBIZA;N/A;KR 7 159 0;Quemas;Si
5398610;26/6/2022;12 Barrios Unidos;JUAN XXIII;N/A;CL 78 26 21;Daño en redes de servicio públicos alcantarillado;Si
5398609;26/6/2022;9 Fontibon;LA ESPERANZA;N/A;KR 75 23G 10;Daño o falla estructural - Elementos no estructurales en riesgo de caída;Si
5398608;26/6/2022;1 Usaquen;CAOBOS SALAZAR URB. CAPRI I Y II SECTOR;N/A;KR 13 146 66;Daño en redes de servicio públicos acueducto;Si
5398607;26/6/2022;11 Suba;LOS ANDES;N/A;KR 65 103 52;Conato de incendio;Si
5398606;26/6/2022;16 Puente Aranda;SANTA MATILDE II SECTOR;N/A;CL 8 SUR 32A;Escape de gas;Si
5398605;26/6/2022;9 Fontibon;PARAISO DE BAVARIA;N/A;KR 79A 16D 60;Animales Peligrosos;No
5398604;26/6/2022;13 Teusaquillo;SAN LUIS;N/A;DG 59 21 51;Rescate en Espacios Confinados - En Ascensores;Si
5398603;26/6/2022;14 Los Martires;RICAURTE;N/A;AC 6 30 0;Animales Peligrosos;No
5398602;26/6/2022;10 Engativa;LA SERENA;N/A;KR 84B 89 51;Conato de incendio;Si
5398601;26/6/2022;4 San Cristobal;CALVO SUR;N/A;KR 7A 1A SUR 44;Animales Peligrosos;No
5398600;26/6/2022;5 Usme;S C. EL MOCHUELO II;N/A;AC 71 SUR 3J 77;Animales Peligrosos;No
5398599;26/6/2022;5 Usme;TOCAIMITA;59 Alfonso López;TOCAIMITA;Riesgo de colapso estructural;No
5398598;26/6/2022;5 Usme;ALFONSO LOPEZ SECTOR EL PROGRESO;N/A;CL 91 SUR 6D ESTE 12;Animales Peligrosos;No
5398597;26/6/2022;1 Usaquen;ACACIAS USAQUEN;N/A;CL 145 13A 50;Daño en redes de servicio públicos acueducto;Si
5398596;26/6/2022;4 San Cristobal;EL SOSIEGO;N/A;KR 8 19 SUR 15;Animales Peligrosos;No
5398595;26/6/2022;8 Kennedy;EL RUBI DE KENNEDY;N/A;KR 79 57I SUR 34;Daño en redes de servicio públicos gas;Si
5398594;26/6/2022;8 Kennedy;MANDALAY;N/A;KR 74 3A 0;Daño en redes de servicio públicos acueducto;Si
5398593;26/6/2022;1 Usaquen;VILLAS DE ARANJUEZ;N/A;CL 165 13 0;Animales Peligrosos;No
5398592;26/6/2022;16 Puente Aranda;LAS CARABELAS;N/A;KR 50 8 SUR 0;Conato de incendio;Si
5398591;26/6/2022;12 Barrios Unidos;QUINTA MUTIS;N/A;KR 27 63D 23;Animales Peligrosos;No
5398590;26/6/2022;8 Kennedy;CARVAJAL;N/A;KR 69 35 SUR 0;Daño en redes de servicio públicos energía;Si
5398589;26/6/2022;18 Rafael Uribe Uribe;LA PAZ_;N/A;KR 4H 54A SUR 46;Fenómeno de Remoción en Masa;No
5398588;26/6/2022;16 Puente Aranda;SALAZAR GOMEZ;N/A;KR 67 12 38;Daño en redes de servicio públicos energía;Si
5398587;26/6/2022;10 Engativa;VILLAS DE GRANADA;N/A;CL 75B 112A 0;Daño en redes de servicio públicos gas;Si
5398586;26/6/2022;1 Usaquen;SANTA CECILIA NORTE PARTE ALTA;N/A;CL 163 1 30;Riesgo de Fenómeno de remoción en masa;No
5398585;26/6/2022;8 Kennedy;CIUDAD GRANADA;N/A;KR 93A 40 SUR 39;Daño en redes de servicio públicos energía;Si
5398584;26/6/2022;11 Suba;ATENAS;N/A;KR 76 138 52;Caida de árbol;No
5398583;26/6/2022;4 San Cristobal;NUEVA DELLY;N/A;CL 60B SUR 14 ESTE 19;Daño en redes de servicio públicos acueducto;Si
5398660;27/6/2022;4 San Cristobal;ATENAS;N/A;CL 36I SUR 0 ESTE 59;Daño en redes de servicio públicos gas;Si
5398659;27/6/2022;1 Usaquen;HORIZONTES NORTE;N/A;AK 7 180 0;Caida de árbol;No
5398657;27/6/2022;11 Suba;LAGO DE SUBA;N/A;KR 104 129D;Animales Peligrosos;No
5398656;27/6/2022;11 Suba;MIRAMAR;N/A;KR 130 129B 26;Daño en redes de servicio públicos energía;Si
5398655;27/6/2022;8 Kennedy;TIMIZA;N/A;DG 40 SUR 72M 90;Animales Peligrosos;No
5398654;27/6/2022;16 Puente Aranda;TORREMOLINOS;N/A;CL 19A SUR 52C 34;Caida de árbol;No
5398653;27/6/2022;9 Fontibon;CIUDAD SALITRE OCCIDENTAL;N/A;CL 25 68C 50;Rescate en Espacios Confinados - En Ascensores;Si
